STATE,STATEABBRV,COUNTY,AVLN_RISKR,CFLD_RISKR,CWAV_RISKR,DRGT_RISKR,ERQK_RISKR,HAIL_RISKR,HWAV_RISKR,HRCN_RISKR,ISTM_RISKR,LNDS_RISKR,LTNG_RISKR,RFLD_RISKR,SWND_RISKR,TRND_RISKR,TSUN_RISKR,VLCN_RISKR,WFIR_RISKR,WNTW_RISKR
Ohio,OH,Ashland,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very High
Ohio,OH,Ashtabula,Not Applicable,Very Low,Very High,No Rating,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
Ohio,OH,Athens,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Auglaize,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Belmont,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively High,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Brown,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Ohio,OH,Butler,Not Applicable,Not Applicable,Relatively High,Very Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Moderate,Relatively High,Relatively Low,Relatively High,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Carroll,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Very Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Champaign,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Clark,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Moderate,Very Low,Very High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Clermont,Not Applicable,Not Applicable,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Ohio,OH,Clinton,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Columbiana,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Coshocton,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Crawford,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Cuyahoga,Not Applicable,Very Low,Very High,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Relatively High,Relatively High,Insufficient Data,Not Applicable,Relatively Low,Very High
Ohio,OH,Darke,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Defiance,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Delaware,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Relatively High,Relatively Moderate,Very Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Erie,Not Applicable,Relatively Low,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
Ohio,OH,Fairfield,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Fayette,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Franklin,Not Applicable,Not Applicable,Very High,No Rating,Relatively Low,Relatively High,Relatively High,Very Low,Relatively Moderate,Relatively Moderate,Relatively High,Relatively High,Relatively High,Relatively High,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Fulton,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Gallia,Not Applicable,Not Applicable,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Geauga,Not Applicable,No Rating,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Insufficient Data,Not Applicable,Very Low,Relatively High
Ohio,OH,Greene,Not Applicable,Not Applicable,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Very Low,Very High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Guernsey,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Hamilton,Not Applicable,Not Applicable,Relatively High,Very Low,Relatively Low,Relatively Moderate,Relatively High,Very Low,Relatively Moderate,Relatively High,Relatively High,Relatively Moderate,Relatively High,Very High,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Hancock,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Hardin,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Harrison,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Henry,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Highland,Not Applicable,Not Applicable,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Ohio,OH,Hocking,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Holmes,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very High
Ohio,OH,Huron,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Jackson,Not Applicable,Not Applicable,Very Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Jefferson,Not Applicable,Not Applicable,Relatively Moderate,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Knox,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Lake,Not Applicable,Very Low,Relatively Moderate,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
Ohio,OH,Lawrence,Not Applicable,Not Applicable,Relatively Low,Very Low,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Very High,Relatively Low,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Relatively Low,Relatively Moderate
Ohio,OH,Licking,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Moderate,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Logan,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Lorain,Not Applicable,Very Low,Relatively Moderate,No Rating,Relatively Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
Ohio,OH,Lucas,Not Applicable,Relatively Low,Relatively Moderate,No Rating,Relatively Low,Relatively Low,Relatively Moderate,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Insufficient Data,Not Applicable,Very Low,Relatively High
Ohio,OH,Madison,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Mahoning,Not Applicable,Not Applicable,Relatively High,No Rating,Very Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively High,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Marion,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Medina,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively High,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Meigs,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Mercer,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Low
Ohio,OH,Miami,Not Applicable,Not Applicable,Relatively Low,No Rating,Relatively Low,Very Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Low,Relatively Moderate,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively Moderate
Ohio,OH,Monroe,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Montgomery,Not Applicable,Not Applicable,Relatively Moderate,Very Low,Relatively Low,Relatively High,Relatively Moderate,Very Low,Relatively High,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively High,Relatively Moderate,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Morgan,Not Applicable,Not Applicable,Very Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Very Low,Relatively Low,Very Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Morrow,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Very Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Relatively High
Ohio,OH,Muskingum,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Moderate,Relatively Low,Very Low,Very Low,Relatively Moderate,Relatively Moderate,Relatively Moderate,Relatively Low,Relatively Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Noble,Not Applicable,Not Applicable,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Moderate,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Very Low,Not Applicable,Not Applicable,Very Low,Very Low
Ohio,OH,Ottawa,Not Applicable,No Rating,Relatively Low,No Rating,Very Low,Relatively Low,Relatively Low,Very Low,Relatively Low,Relatively Low,Relatively Low,Relatively Low,Relatively Moderate,Relatively Moderate,Insufficient Data,Not Applicable,Very Low,Relatively High
